,index,file_index,ObjectId,Flags,trackedByStationaryModel,mobile,motionModelValidated,ObjectAge,Timestamp,ObjectPredAge,Classification,ClassCertainty,ClassAge,ObjBoxCenter_X,ObjBoxCenter_Y,ObjBoxCenterSigma_X,ObjBoxCenterSigma_Y,ObjBoxSize_X,ObjBoxSize_Y,ObjCourseAngle,ObjCourseAngleSigma,ObjBoxOrientation,ObjBoxOrientationSigma,RelVelocity_X,RelVelocity_Y,RelVelocitySigma_X,RelVelocitySigma_Y,AbsVelocity_X,AbsVelocity_Y,AbsVelocitySigma_X,AbsVelocitySigma_Y,RefPointLocation,RefPointCoords_X,RefPointCoords_Y,RefPointCoordsSigma_X,RefPointCoordsSigma_Y,RefPointPosCorrCoeffs,ObjPriority,ObjExtMeasurement,EgoLatitude,EgoLongitude,EgoAltitude,EgoHeadingRad,EgoPosTimestamp,GPSFixStatus,csv_name,ObjPrediction,Object_X,Object_Y,uniqueId,origin,destination,relative_destination,AbsVelocity,distance,distance_to_exit,relative_x,relative_y,relative_angle
0,348,149212,71,320,True,False,1,26,1501671187.736479,0,2,26,0,-27.8433,-3.6758,9.949869999999999,9.949869999999999,0.733379,1.25692,0.634273,0.122173,0.634273,0.122173,0.0,0.0,9.949869999999999,9.949869999999999,0.0,0.0,9.949869999999999,9.949869999999999,2,-27.1755,-3.9647300000000003,9.949869999999999,9.949869999999999,0.0,57344,1.0,-33.899,151.111,14.672,5.96235,1501671187.7565491,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,-27.8433,-3.6758,17788,north,south,straight,0.0,-4.77260213816993,-29.65118701555861,-4.1242,-4.543299999999999,0.6342730000000003
5,10809,2766800,87,384,False,True,1,123,1501671882.984128,0,5,97,3686,-39.1112,-4.5257,0.0933928,0.117198,0.568929,1.4179700000000002,-0.000117731,0.0509814,-0.000117731,0.0509814,8.81,0.0,0.296252,0.44906999999999997,8.80851,-0.00154518,0.296252,0.44906999999999997,1,-38.8266,-3.81675,0.0933928,0.117198,-0.00503939,65535,1.0,-33.899,151.111,14.025,5.8668,1501671882.998892,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,-39.1112,-4.5257,17812,north,east,left,8.808510135526962,-13.988474447052965,-20.813459095215272,-3.274300000000001,-15.811199999999996,-0.00011773099999956571
36,4887,1021192,109,384,False,True,1,44,1501671418.838858,0,5,68,946,1.51963,-12.1253,0.107975,0.06653819999999999,3.98559,0.0402405,3.14069,0.0389625,3.14069,0.0389625,-4.77,0.0,0.504695,0.185712,-4.76644,0.00393383,0.504695,0.185712,3,3.5124400000000002,-12.107000000000001,0.107975,0.06653819999999999,-0.00144079,65535,1.0,-33.899,151.111,19.227999999999998,5.96451,1501671418.863771,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,1.51963,-12.1253,17839,south,east,right,4.766441623330603,-2.8698542455734577,-34.24814476839943,-4.3252999999999995,-6.51963,-0.0009026535897938004
0,12886,3526022,111,320,True,False,1,19,1501672083.8496141,0,2,31,611,1.11614,-12.1591,9.949869999999999,9.949869999999999,1.96528,0.06923939999999999,0.158557,0.122173,0.158557,0.122173,0.0,0.0,9.949869999999999,9.949869999999999,0.0,0.0,9.949869999999999,9.949869999999999,9,1.11614,-12.1591,9.949869999999999,9.949869999999999,0.0,57344,0.172,-33.899,151.111,13.8,5.83932,1501672083.872299,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,1.11614,-12.1591,17842,south,east,right,0.0,-2.826425020148331,-35.71504653172883,-4.359100000000001,-6.11614,-2.983035653589793
0,4663,1663369,129,320,True,False,1,25,1501671588.98101,0,2,31,988,4.85867,-11.455,9.949869999999999,9.949869999999999,3.42786,0.201811,-0.241079,0.122173,-0.241079,0.122173,0.0,0.0,9.949869999999999,9.949869999999999,0.0,0.0,9.949869999999999,9.949869999999999,9,4.85867,-11.455,9.949869999999999,9.949869999999999,0.0,57344,1.0,-33.899,151.111,16.999000000000002,5.91668,1501671588.999469,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,4.85867,-11.455,17867,south,north,straight,0.0,-6.056558419010203,-30.519483751377592,-3.655,-9.85867,2.900513653589793
170,1079,476767,134,384,False,True,1,211,1501671275.4937148,0,5,91,4871,3.9576,-3.89175,0.0978632,0.076359,4.2814,1.55418,-0.000666009,0.0413539,-0.000666009,0.0413539,5.67,0.0,0.377608,0.23446799999999998,5.66976,-0.00377591,0.377608,0.23446799999999998,8,3.95811,-3.1146599999999998,0.0978632,0.076359,-0.0157773,65535,1.0,-33.899,151.111,15.205,5.94899,1501671275.5162551,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,3.9576,-3.89175,17875,north,south,straight,5.669761257327889,29.85414194279365,4.903708193587782,-3.908249999999998,27.2576,-0.0006660089999996899
0,7291,1299000,146,320,True,False,1,11,1501671492.8247101,0,2,30,273,12.2197,-11.3087,9.949869999999999,9.949869999999999,3.0215099999999997,0.216112,0.056838099999999996,0.122173,0.056838099999999996,0.122173,0.0,0.0,9.949869999999999,9.949869999999999,0.0,0.0,9.949869999999999,9.949869999999999,9,12.2197,-11.3087,9.949869999999999,9.949869999999999,0.0,57344,0.172,-33.899,151.111,17.430999999999997,5.95242,1501671492.844312,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,12.2197,-11.3087,17892,south,north,straight,0.0,-13.58149962813273,-37.06682058456712,-3.5086999999999993,-17.2197,-3.084754553589793
0,6629,1751227,158,320,True,False,1,8,1501671612.772304,0,1,24,200,4.38287,-11.8189,9.949869999999999,9.949869999999999,0.0,0.0,0.0,0.122173,0.0,0.122173,0.0,0.0,9.949869999999999,9.949869999999999,0.0,0.0,9.949869999999999,9.949869999999999,9,4.38287,-11.8189,9.949869999999999,9.949869999999999,0.0,57344,1.0,-33.899,151.111,17.635,5.9078800000000005,1501671612.793799,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,4.38287,-11.8189,17915,south,north,straight,0.0,-6.269754076236084,-30.107617059152993,-4.018899999999999,-9.38287,-3.141592653589793
33,10221,2498152,162,384,False,True,1,51,1501671809.9581618,0,5,64,1194,3.59029,-11.7058,0.101208,0.07245650000000001,4.32995,0.39236,3.14098,0.034852999999999995,3.14098,0.034852999999999995,-7.1,0.0,0.44148000000000004,0.24751199999999998,-7.1016,0.0042966,0.44148000000000004,0.24751199999999998,6,3.59041,-11.5096,0.101208,0.07245650000000001,-0.009573299999999998,65535,0.172,-33.899,151.111,15.241,5.88468,1501671809.975211,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,3.59029,-11.7058,17925,south,east,right,7.101601299761312,-4.444189146074784,-36.861929081128594,-3.9057999999999997,-8.59029,-0.000612653589794121
119,3765,930189,166,384,False,True,1,151,1501671394.721462,0,5,64,4770,-0.690511,-12.8316,0.0908971,0.047147800000000004,3.82991,0.520279,-3.05667,0.0272937,-3.05667,0.0272937,-0.05,0.0,0.30774,0.026272399999999998,-0.050098500000000004,-0.00426475,0.30774,0.026272399999999998,3,1.1954799999999999,-12.41,0.0908971,0.047147800000000004,0.0489577,65535,1.0,-33.899,151.111,16.134,5.96056,1501671394.7402372,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,-0.690511,-12.8316,17929,south,east,right,0.05027969565155004,-0.30358780923092255,-33.290658520950785,-5.0316,-4.309489,0.08492265358979267
55,1342,521768,175,384,False,True,1,106,1501671288.246043,0,5,91,3426,-27.0139,-4.716480000000001,0.11676700000000001,0.101534,0.699222,0.9934459999999999,0.000276583,0.0646429,0.000276583,0.0646429,5.06,0.0,0.5495720000000001,0.327123,5.06041,0.00160545,0.5495720000000001,0.327123,1,-26.6644,-4.21966,0.11676700000000001,0.101534,0.00342056,65535,1.0,-33.899,151.111,15.172,5.95458,1501671288.270567,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,-27.0139,-4.716480000000001,17940,north,east,left,5.060410254670041,-2.049266965158079,-9.082053823376317,-3.0835199999999996,-3.713899999999999,0.00027658299999977487
22,12661,3263526,198,384,False,True,1,50,1501672012.930577,0,5,64,666,8.06584,-11.2451,0.120249,0.07650230000000001,3.26083,0.302848,3.14017,0.045526199999999996,3.14017,0.045526199999999996,-5.39,0.0,0.7237560000000001,0.245482,-5.39211,0.00471375,0.7237560000000001,0.245482,2,6.43565,-11.0914,0.120249,0.07650230000000001,-0.00952712,65535,0.172,-33.899,151.111,13.828,5.84919,1501672012.947895,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,8.06584,-11.2451,17985,south,east,right,5.392112060365498,-9.101625006204305,-40.99006138787145,-3.4451,-13.06584,-0.0014226535897936543
0,6737,1899559,199,320,True,False,1,25,1501671651.9682221,0,2,31,692,8.74059,-12.3974,9.949869999999999,9.949869999999999,4.4999400000000005,0.22105999999999998,-0.32195,0.122173,-0.32195,0.122173,0.0,0.0,9.949869999999999,9.949869999999999,0.0,0.0,9.949869999999999,9.949869999999999,9,8.74059,-12.3974,9.949869999999999,9.949869999999999,0.0,57344,1.0,-33.899,151.111,16.178,5.91079,1501671651.994402,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,8.74059,-12.3974,17987,south,north,straight,0.0,-9.987180259696833,-33.54562315400814,-4.597399999999999,-13.74059,2.819642653589793
26,5992,1733345,204,384,False,True,1,101,1501671607.5728602,0,5,64,1057,7.58828,-11.7824,0.11316300000000001,0.08031110000000001,2.4077900000000003,0.191742,3.14017,0.0654209,3.14017,0.0654209,-4.93,0.0,0.608383,0.322367,-4.92762,0.00398195,0.608383,0.322367,2,6.384530000000001,-11.6849,0.11316300000000001,0.08031110000000001,0.00754964,65535,0.4,-33.899,151.111,17.552,5.90988,1501671607.596475,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,7.58828,-11.7824,17997,south,north,straight,4.927621608882505,-8.667414456518273,-32.366128608723045,-3.9824,-12.588280000000001,-0.0014226535897936543
66,12694,2818884,217,384,False,True,1,76,1501671896.429176,0,5,74,2548,-15.3709,-14.1185,0.108481,0.136772,3.34805,1.2718,-3.1414400000000002,0.0593486,-3.1414400000000002,0.0593486,-9.42,0.0,0.42263500000000004,0.559122,-9.420919999999999,-0.0014315999999999999,0.42263500000000004,0.559122,3,-13.697000000000001,-13.4823,0.108481,0.136772,0.0195153,65535,1.0,-33.899,151.111,14.007,5.8684400000000005,1501671896.448228,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,-15.3709,-14.1185,18011,south,north,straight,9.420920108772737,14.893192782632848,-9.21712636898059,-6.3185,10.3709,0.0001526535897928838
180,11352,3459018,220,384,False,True,1,203,1501672065.404984,0,5,68,6861,-20.422,-6.10613,0.058404,0.0935655,4.2378800000000005,1.38829,1.57104,0.034823599999999996,1.57104,0.034823599999999996,0.0,3.86,0.134407,0.337534,-0.0013744999999999999,3.85964,0.134407,0.337534,2,-19.7284,-3.98702,0.058404,0.0935655,-0.112489,65535,0.4,-33.899,151.111,12.925,5.84226,1501672065.4251962,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,-20.422,-6.10613,18022,south,east,right,3.8596402447443534,25.500451372502205,-6.315374344422054,1.6938699999999987,15.422,-1.5705526535897931
6,838,412589,231,384,False,True,1,14,1501671258.009224,0,4,84,228,4.85198,-11.811,0.108108,0.106387,2.04488,0.0382381,3.1355299999999997,0.0759696,3.1355299999999997,0.0759696,-10.87,0.0,0.9594389999999999,0.825535,-10.8667,0.00344224,0.9594389999999999,0.825535,2,3.8296699999999997,-11.7857,0.108108,0.106387,-0.000245184,65535,1.0,-33.899,151.111,14.769,5.9520800000000005,1501671258.033277,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,4.85198,-11.811,18040,south,east,right,10.866700545198446,-5.757337810015476,-38.256987641410056,-4.010999999999999,-9.851980000000001,-0.006062653589793854
74,9969,2537893,232,384,False,True,1,120,1501671820.636994,0,5,64,3038,-14.6372,-14.0106,0.105609,0.0859022,4.6407300000000005,1.73967,3.1412400000000003,0.03486330000000001,3.1412400000000003,0.03486330000000001,-9.79,0.0,0.328777,0.34132199999999996,-9.790289999999999,0.00341172,0.328777,0.34132199999999996,3,-12.3165,-13.1416,0.105609,0.0859022,0.022896200000000002,65535,0.4,-33.899,151.111,15.922,5.8823,1501671820.654258,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,-14.6372,-14.0106,18042,south,north,straight,9.790290594458028,14.011711501542987,-9.703580904851712,-6.210600000000001,9.6372,-0.00035265358979330585
25,8421,2428447,238,384,False,True,1,54,1501671791.15376,0,5,97,1813,-33.1075,-4.58231,0.10243900000000002,0.10987000000000001,0.157114,1.2611700000000001,0.000233097,0.0535304,0.000233097,0.0535304,7.63,0.0,0.382466,0.40819099999999997,7.6254100000000005,0.00218421,0.382466,0.40819099999999997,1,-33.0291,-3.9517,0.10243900000000002,0.10987000000000001,-0.00162799,65535,0.4,-33.899,151.111,15.517999999999999,5.89306,1501671791.175887,Good,split_20170802-stationary-4-leith-croydon_36.csv,False,-33.1075,-4.58231,18048,north,east,left,7.625410312820768,-8.10320426954487,-14.565825942141887,-3.2176900000000006,-9.807500000000001,0.0002330969999988497
8,3860,1207448,4,384,False,True,1,61,1501672531.87672,0,5,97,2048,-37.9367,-4.05702,0.0902284,0.12164200000000001,0.385859,1.43743,-0.0005273519999999999,0.0525513,-0.0005273519999999999,0.0525513,9.33,0.0,0.287821,0.490044,9.32505,-0.00488019,0.287821,0.490044,1,-37.7434,-3.3384099999999997,0.0902284,0.12164200000000001,0.013710299999999998,65535,1.0,-33.899,151.111,17.349,5.78755,1501672531.8971388,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-37.9367,-4.05702,18080,north,south,straight,9.325051277004027,-12.765980838962506,-37.10931691632453,-3.742980000000001,-14.636700000000001,-0.0005273519999988707
0,209,158348,45,320,True,False,1,25,1501672250.752048,0,2,10,899,1.9447400000000001,-12.092,9.949869999999999,9.949869999999999,2.77524,0.22581700000000002,-3.06205,0.122173,-3.06205,0.122173,0.0,0.0,9.949869999999999,9.949869999999999,0.0,0.0,9.949869999999999,9.949869999999999,3,3.319,-11.8692,9.949869999999999,9.949869999999999,0.0,57344,1.0,-33.899,151.111,16.206,5.82837,1501672250.7583482,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,1.9447400000000001,-12.092,18117,south,east,right,0.0,-3.0901625948394567,-35.90914905844949,-4.292000000000001,-6.94474,0.07954265358979296
16,798,275544,64,384,False,True,1,27,1501672281.94237,0,5,71,0,-30.6804,-4.53918,0.11656199999999999,0.10304,0.09068760000000001,1.1169799999999999,0.00856473,0.105011,0.00856473,0.105011,3.87,0.0,0.600413,0.406121,3.8674199999999996,-0.00026870700000000003,0.600413,0.406121,1,-30.6399,-3.9803300000000004,0.11656199999999999,0.10304,0.00274872,65535,1.0,-33.899,151.111,16.331,5.8273,1501672281.966416,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-30.6804,-4.53918,18137,north,east,left,3.8674200093348343,-5.945712505774681,-12.209136840897905,-3.2608200000000003,-7.380399999999998,0.008564729999999798
25,1384,557057,73,384,False,True,1,51,1501672356.334438,0,5,74,207,4.7331199999999995,-11.7811,0.104602,0.09718760000000001,2.62312,0.20780300000000002,3.14152,0.053213699999999996,3.14152,0.053213699999999996,-8.93,0.0,0.493428,0.47511499999999995,-8.92843,0.00307732,0.493428,0.47511499999999995,2,3.4215699999999996,-11.6771,0.104602,0.09718760000000001,-0.00131903,65535,1.0,-33.899,151.111,17.148,5.82132,1501672356.3543718,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,4.7331199999999995,-11.7811,18148,south,east,right,8.928430530322695,-5.505139152614451,-36.957520162001124,-3.9811,-9.73312,-7.265358979324787e-05
38,7342,1834560,86,384,False,True,1,59,1501672697.305739,0,5,68,598,3.27601,-11.8062,0.10873,0.0801908,3.23096,0.597634,-3.14079,0.041187,-3.14079,0.041187,-6.62,0.0,0.5082399999999999,0.272723,-6.621569999999999,-0.000216862,0.5082399999999999,0.272723,6,3.27577,-11.5073,0.10873,0.0801908,-0.012088799999999999,65535,1.0,-33.899,151.111,19.574,5.7651900000000005,1501672697.3242729,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,3.27601,-11.8062,18166,south,east,right,6.621570003551206,-4.151081324194184,-36.037604665963485,-4.0062,-8.27601,0.0008026535897931453
6,15451,3174682,121,384,False,True,1,127,1501673047.143025,0,5,97,3173,-38.6672,-4.632680000000001,0.0995338,0.11868499999999998,0.960563,1.68477,0.00039433599999999996,0.0478548,0.00039433599999999996,0.0478548,9.78,0.0,0.36730100000000004,0.46789,9.77726,0.00253173,0.36730100000000004,0.46789,1,-38.1873,-3.79011,0.0995338,0.11868499999999998,0.00149353,65535,1.0,-33.899,151.111,19.8,5.7408,1501673047.16705,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-38.6672,-4.632680000000001,18202,north,east,left,9.777260327783893,-13.837295884938648,-20.002901570098807,-3.16732,-15.3672,0.0003943359999993845
18,12821,2951571,125,384,False,True,1,119,1501672988.308934,0,5,97,1585,-35.3103,-4.71127,0.110116,0.110824,0.42431599999999997,1.25021,0.000633445,0.0526329,0.000633445,0.0526329,7.53,0.0,0.430515,0.396425,7.53187,0.00458997,0.430515,0.396425,1,-35.0985,-4.08603,0.110116,0.110824,0.00101259,65535,0.4,-33.899,151.111,17.982,5.7514400000000006,1501672988.3306131,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-35.3103,-4.71127,18207,north,east,left,7.531871398578483,-10.532522274127366,-16.108608630422395,-3.088730000000001,-12.010299999999997,0.0006334450000000658
8,2625,690796,140,384,False,True,1,24,1501672392.450995,0,4,90,249,11.2738,-11.38,0.111248,0.10834500000000001,1.86917,0.139874,-3.10568,0.09732060000000001,-3.10568,0.09732060000000001,-8.46,0.0,0.9704280000000001,0.823358,-8.46027,0.00198206,0.9704280000000001,0.823358,2,10.3373,-11.3437,0.111248,0.10834500000000001,-0.00018806700000000001,65535,1.0,-33.899,151.111,16.151,5.81933,1501672392.469307,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,11.2738,-11.38,18229,south,east,right,8.460270232177093,-12.288746556702641,-44.89758651192081,-3.58,-16.2738,0.035912653589793564
0,4133,1256779,150,384,False,True,1,17,1501672546.715141,0,5,45,0,-25.2752,-4.19739,0.132574,0.13307,0.0358399,1.51989,0.09941069999999999,0.10787200000000001,0.09941069999999999,0.10787200000000001,5.02,0.0,1.00757,1.01101,5.01739,-0.00293883,1.00757,1.01101,1,-25.3328,-3.4394199999999997,0.132574,0.13307,0.0,65535,1.0,-33.899,151.111,16.368,5.7857,1501672546.7345421,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-25.2752,-4.19739,18246,north,south,straight,5.017390860678662,-0.1918861185703661,-24.8528538347213,-3.6026099999999994,-1.9752000000000007,0.09941069999999996
7,3080,1463492,173,384,False,True,1,15,1501672601.709366,0,5,69,51,-34.821999999999996,-4.90745,0.129748,0.120691,1.9935,1.1064100000000001,-0.058146699999999996,0.093899,-0.058146699999999996,0.093899,8.08,0.0,0.954788,0.75917,8.08496,0.00297208,0.954788,0.75917,1,-33.7948,-4.41311,0.129748,0.120691,-0.00374019,65535,1.0,-33.899,151.111,14.296,5.78043,1501672601.7362268,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-34.821999999999996,-4.90745,18263,north,east,left,8.084960546277237,-9.935127615930819,-16.406745147237384,-2.892550000000001,-11.521999999999995,-0.058146699999999996
11,3494,1026453,181,384,False,True,1,115,1501672483.921594,0,4,64,4364,-37.0065,-4.66631,0.0900779,0.0954324,0.447068,0.46803999999999996,0.000125039,0.043893800000000004,0.000125039,0.043893800000000004,8.97,0.0,0.337897,0.39358000000000004,8.96664,0.00112118,0.337897,0.39358000000000004,9,-37.0065,-4.66631,0.0900779,0.0954324,0.000149021,65535,1.0,-33.899,151.111,19.247,5.79844,1501672483.9490452,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-37.0065,-4.66631,18275,north,east,left,8.966640070095632,-12.36352132562397,-15.651444825385823,-3.1336900000000005,-13.706500000000002,0.00012503900000027102
15,1110,254482,194,384,False,True,1,26,1501672276.302994,0,5,85,124,-30.2941,-4.49984,0.123873,0.11214500000000001,0.0336089,1.1381299999999999,-0.00580979,0.09858600000000001,-0.00580979,0.09858600000000001,5.73,0.0,0.709946,0.564916,5.730180000000001,0.000308131,0.709946,0.564916,1,-30.274,-3.93089,0.123873,0.11214500000000001,0.00620901,65535,1.0,-33.899,151.111,16.854,5.82715,1501672276.332321,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-30.2941,-4.49984,18292,north,east,left,5.730180008284619,-5.676687812658183,-12.417019604924956,-3.3001600000000004,-6.9940999999999995,-0.005809790000000703
12,2839,1123065,225,384,False,True,1,44,1501672509.798919,0,5,64,587,9.97584,-11.7492,0.12106099999999999,0.0969492,2.98538,0.31810900000000003,-3.1395299999999997,0.05720069999999999,-3.1395299999999997,0.05720069999999999,-8.06,0.0,0.592408,0.46110500000000004,-8.061169999999999,-0.0037855,0.592408,0.46110500000000004,2,8.48283,-11.5932,0.12106099999999999,0.0969492,0.0009122339999999999,65535,0.4,-33.899,151.111,19.108,5.79305,1501672509.818554,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,9.97584,-11.7492,18337,south,north,straight,8.061170888829379,-11.052164854165097,-34.59027699380865,-3.9491999999999994,-14.97584,0.002062653589793406
188,661,560420,233,384,False,True,1,206,1501672357.214638,0,5,68,8005,-21.3378,-4.8924900000000004,0.058931500000000005,0.0866502,4.03378,1.54031,1.56982,0.033897000000000004,1.56982,0.033897000000000004,0.0,4.31,0.1462,0.277526,-0.00433098,4.31311,0.1462,0.277526,2,-20.5656,-2.87636,0.058931500000000005,0.0866502,-0.116997,65535,0.4,-33.899,151.111,17.148,5.8212,1501672357.229626,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-21.3378,-4.8924900000000004,18354,south,east,right,4.313112174461471,26.755029308157088,-5.199405685757348,2.9075099999999985,16.3378,-1.5717726535897931
3,1730,762081,242,384,False,True,1,26,1501672412.248935,0,5,77,154,-39.3151,-5.14201,0.134011,0.149463,2.0219099999999997,1.57505,0.00260436,0.0862097,0.00260436,0.0862097,12.19,0.0,1.01757,1.05098,12.1909,-0.000798897,1.01757,1.05098,1,-38.3062,-4.35186,0.134011,0.149463,0.0,65535,1.0,-33.899,151.111,17.4,5.816330000000001,1501672412.2632382,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-39.3151,-5.14201,18366,north,east,left,12.190900026176756,-14.24407608927615,-19.913671680170467,-2.6579900000000007,-16.0151,0.002604359999999417
50,4988,828598,251,384,False,True,1,62,1501672430.927114,0,5,97,2023,-12.6895,-1.94523,0.104724,0.09167239999999999,0.262063,1.60391,0.00203222,0.0535996,0.00203222,0.0535996,6.99,0.0,0.333524,0.374754,6.99175,0.00251395,0.333524,0.374754,1,-12.5601,-1.14301,0.104724,0.09167239999999999,0.00664704,65535,1.0,-33.899,151.111,16.448,5.81513,1501672430.9551308,Good,split_20170802-stationary-4-leith-croydon_37.csv,False,-12.6895,-1.94523,18382,north,south,straight,6.991750451957263,12.597742855835499,-12.18524096488437,-5.854769999999999,10.6105,0.002032220000000251
39,4348,1106212,1,384,False,True,1,77,1501673554.969962,0,5,64,1496,5.155390000000001,-11.4537,0.11334200000000001,0.0718028,2.9603099999999998,0.17355,-3.1407700000000003,0.0487954,-3.1407700000000003,0.0487954,-4.01,0.0,0.5934649999999999,0.19561099999999998,-4.0088,-0.000635237,0.5934649999999999,0.19561099999999998,2,3.6751699999999996,-11.3681,0.11334200000000001,0.0718028,-0.00381349,65535,1.0,-33.899,151.111,20.45,5.64305,1501673554.9961689,Good,split_20170802-stationary-4-leith-croydon_38.csv,False,5.155390000000001,-11.4537,18387,south,east,right,4.008800050330029,-6.1310163017289305,-38.07382165271662,-3.6536999999999993,-10.15539,0.0008226535897932763
2,12212,3358773,9,384,False,True,1,24,1501674157.4273388,0,5,45,0,-40.3837,-4.7918400000000005,0.14899500000000002,0.167755,0.089408,1.2658,0.10460699999999999,0.119028,0.10460699999999999,0.119028,6.99,0.0,1.0381200000000002,1.08794,6.991619999999999,-0.000684857,1.0381200000000002,1.08794,1,-40.4053,-4.15773,0.14899500000000002,0.167755,0.0,65535,1.0,-33.899,151.111,20.959,5.6195699999999995,1501674157.455771,Good,split_20170802-stationary-4-leith-croydon_38.csv,False,-40.3837,-4.7918400000000005,18402,north,south,straight,6.991620033542233,-15.397430441349378,-40.1340297775291,-3.00816,-17.083699999999997,0.10460699999999967
14,5647,1600610,23,384,False,True,1,141,1501673685.476335,0,5,97,4094,-36.6284,-5.3028900000000005,0.10300000000000001,0.110818,0.463128,1.46644,0.000134055,0.05104330000000001,0.000134055,0.05104330000000001,7.83,0.0,0.37987,0.399878,7.83408,0.0008551510000000001,0.37987,0.399878,1,-36.3969,-4.56964,0.10300000000000001,0.110818,0.00739738,65535,1.0,-33.899,151.111,19.059,5.63433,1501673685.503175,Good,split_20170802-stationary-4-leith-croydon_38.csv,False,-36.6284,-5.3028900000000005,18419,north,east,left,7.834080046673204,-11.703950284002644,-17.899946170615387,-2.49711,-13.328399999999998,0.00013405500000018833
0,5971,1830327,37,320,True,False,1,25,1501673748.189977,0,2,31,943,13.5229,-10.6196,9.949869999999999,9.949869999999999,5.0077300000000005,0.907035,-2.1577599999999997,0.122173,-2.1577599999999997,0.122173,0.0,0.0,9.949869999999999,9.949869999999999,0.0,0.0,9.949869999999999,9.949869999999999,9,13.5229,-10.6196,9.949869999999999,9.949869999999999,0.0,57344,1.0,-33.899,151.111,18.977,5.633859999999999,1501673748.219311,Good,split_20170802-stationary-4-leith-croydon_38.csv,False,13.5229,-10.6196,18432,south,north,straight,0.0,-15.096440426085525,-38.82417945135826,-2.819599999999999,-18.5229,0.9838326535897934
121,4887,966789,42,384,False,True,1,143,1501673517.5402498,0,5,35,3083,-22.131999999999998,-13.9881,0.10958699999999999,0.110944,2.65571,0.785812,3.14102,0.053357299999999996,3.14102,0.053357299999999996,-8.09,0.0,0.441676,0.431463,-8.08625,0.00460122,0.441676,0.431463,3,-20.8039,-13.595999999999998,0.10958699999999999,0.110944,0.00126798,65535,0.172,-33.899,151.111,18.45,5.6603,1501673517.558361,Good,split_20170802-stationary-4-leith-croydon_38.csv,False,-22.131999999999998,-13.9881,18439,south,north,straight,8.086251309087881,21.982902883931786,-2.114782724778305,-6.1881,17.131999999999998,-0.0005726535897920826
0,6944,1505756,62,320,True,False,1,25,1501673660.199034,0,2,31,799,4.71583,-11.5664,9.949869999999999,9.949869999999999,3.19406,0.0,0.04025019999999999,0.122173,0.04025019999999999,0.122173,0.0,0.0,9.949869999999999,9.949869999999999,0.0,0.0,9.949869999999999,9.949869999999999,9,4.71583,-11.5664,9.949869999999999,9.949869999999999,0.0,57344,1.0,-33.899,151.111,17.865,5.63967,1501673660.2163079,Good,split_20170802-stationary-4-leith-croydon_38.csv,False,4.71583,-11.5664,18462,south,east,right,0.0,-5.77347579265858,-38.60085537959955,-3.7663999999999995,-9.71583,-3.101342453589793
4,2896,1240139,83,384,False,True,1,117,1501673589.966488,0,5,97,3105,-39.8865,-4.93929,0.110529,0.116601,0.468105,1.1696799999999998,0.00042395199999999996,0.0567933,0.00042395199999999996,0.0567933,7.29,0.0,0.444159,0.413872,7.287310000000001,0.00276503,0.444159,0.413872,1,-39.6527,-4.35435,0.110529,0.116601,0.00887827,65535,1.0,-33.899,151.111,20.589000000000002,5.641030000000001,1501673589.9950612,Good,split_20170802-stationary-4-leith-croydon_38.csv,False,-39.8865,-4.93929,18485,north,east,left,7.28731052456878,-15.081148423490532,-20.005242623143324,-2.860710000000001,-16.586499999999997,0.00042395200000022726
